SP_PRIMARY	PDB
Q6PJP8	5q5y;5q6a;5q6j;5q6l;5q6q;5q73;5q7y;5q80;5q8r;5q8s;5q9h;5q9o;5q9r;5q9s;5q4k;5q52;5q59;5q2a;5q3k;5q45;5q5k;5q66;5ahr;5q7k;5q8e;5q9c;5q9l;5q77;5q78;5q1l;5q2w;5q39;5q3u;5q40;5q43;5q4i;5q4j;5q4m;5q4n;5q4x;5q5d;5q5z;5q64;5q6d;5q7z;5q8h;5q9d;5q1q;5q24;5q27;5q2i;5q3o;5q3r;5q3y;5q4b;5q4g;5q5c;5q5m;5q5v;5q63;5nzw;5q1p;5q7h;5q87;5q8m;5q8u;5q93;5q95;5q97;5q9u;5q9v;5q9y;4b87;5q2m;5q2n;5q3j;5q3n;5q4s;5q5g;5q4f;5q4r;5q4w;5q56;5q58;5q5t;5q7j;5q7n;5q7x;5q88;5q6y;5q79;5q9p;5q6w;5q6x;5q81;5q84;5q8k;5q68;5q6g;5q74;5q7a;5q8a;5q8d;5qa0;5q1m;5q1r;5q2l;5q2r;5q2t;5q2z;5q3q;5q3w;5q3x;5q44;5q49;5q4o;5q5h;5q62;5q6e;5q6i;5q9t;5qa2;5q7f;5q7m;5q83;5q8c;5q8i;5q6f;5q6m;5q6s;5nzy;5q23;5q2c;5q2g;5q2v;5q3l;5q1s;5q2d;5q2h;5q38;5q48;5q4p;5q4v;5q4z;5q54;5q69;5q6b;5q7v;5q96;5q9b;5q9e;5q9i;5q9m;5q2e;5q8w;5q8x;5q90;5q1v;5q1y;5q2k;5q2p;5q2s;5q3s;5q46;5q53;5q5j;5q5o;5q76;5q7i;5q8v;5q8y;5q91;5q9g;5q9x;5q9z;5q7e;5q7g;5q1u;5q1z;5q29;5q30;5q34;5q3m;5q3t;5q4t;5q55;5q6n;5q6p;5q7c;5q82;5q8j;5q8o;5q2u;5q31;5q3a;5q41;5q47;5q67;5q6c;5q6v;5q28;5q33;5q3c;5q3e;5q3h;5q42;5q4q;5q5b;5q5i;5q5p;5q5x;5q65;5q6k;5q1k;5q1t;5q22;5q71;5q7b;5q7q;5q85;5q8g;5q98;5q2j;5q37;5q4l;5q4u;5q50;5q5a;5q5n;5q5w;5q75;5q7d;5q7r;5q86;5q89;5q8b;5q8q;5q2q;5q35;5q3b;5q4d;5q4h;5q5s;5q60;5q61;5q6o;5q1o;5q72;5q7o;5q7s;5q7t;5q7u;5q7w;5q8l;5q7l;5q7p;5q8p;5q8z;5q92;5q94;5q9a;5q9f;5q9j;5q9w;5q1w;5q1x;5q20;5q26;5q2f;5q2o;5q2x;5q32;5q3f;5q3v;5q4c;5q4e;5q5e;5q5q;5q5r;5q6h;5q6r;5q6z;5q70;5q8f;5q8n;5q8t;5qa1;5q1n;5q3i;5q4y;5q6t;5q6u;5q99;5q9k;5q9n;5q9q;5nzx;5q1j;5q25;5q2b;5q2y;5q36;5q3d;5q3g;5q3p;5q3z;5q4a;5q51;5q57;5q5f;5q5l;5q5u
Q6PKG0	5c0v;4zc4;5v4r;5v7c;5v87;6pw3
Q6PKG0-3	7sou;7sor;7soo;7sot;7sop;7soq;7sos;7sov
Q6PKX2	3m93;3m94
Q6PL18	5qxs;4tt6;6hic;5r4y;5lj0;5a5r;4tz8;6hi3;6hi4;6epx;7q6t;5qxj;5qxn;5qxw;6hia;6epj;7q6v;5qxq;4qsv;4qsw;5qxl;5qxy;4tt4;4qsu;4qsx;6hie;5qxk;5qxu;5a5n;6hi7;6hdn;5qxr;5qxt;5qxx;5qxz;6eps;6epw;6hid;5qxp;5a82;5a83;4tz2;4qsq;6hi6;6hi8;5r4e;6s56;5a5p;5a5o;4tyl;6epv;5r4w;6yb4;4qss;6epr;5qxo;5r4f;5a5q;4qsr;6s55;6hi5;6hib;5r4x;5qy0;4tu4;6hdo;6cps;5r4z;7q6w;6s57;5a81;4tt2;7q6u;3dai;7m98;5f36;4qut;4tte;4tu6;4qst;4quu;5f3a;4qsp;6epu;5qxi;5qxm;5qxv;6ept;5r4v;5epb
Q6PML9	2enk
Q6PMU1	2wzr
Q6PMW3	5ddj;5neu;5ac9;5nej;5net
Q6PN23	4iv3;5d8a;4gh4;4iv1
Q6PNN5	3qtl
Q6PP25	2l24
Q6PPF3	6y9p
Q6PQJ9	2v6f;2v6g
Q6PQK2	4xmc;4xme;5m6j;4xmd;4xmh;4xmg;4xmf;5m6k
Q6PRR9	4zl4;6c4g
Q6PW77	3hsu;2axr;1zr6
Q6PXP4	7qu1
Q6PXS3	2wfo
Q6PYX1	7lbl;4nhh;4qgt;1um4;3drq;3dro;2rcj;1ce1;3bqu;4nhg;1um5;1um6;3eo0;5vgp
Q6Q004	2p3c
Q6Q0J0	3j31;2bbd
Q6Q0J1	4r2i;4r2h
Q6Q0J6	3rkl
Q6Q0J9	2co5
Q6Q0K9	2j85
Q6Q0L3	4ind;3j31
Q6Q0L4	6bo3;4il7;3j31
Q6Q0L5	2c0n
Q6Q1Q5	2j6p
Q6Q1R8	5n4k;5epw
Q6Q1S2	5szs;2ieq;7kip;3kbh;7fc3
Q6Q271	5zc2;5zyr
Q6Q272	2jbt;2jbs;2jbr
Q6Q386	3qv2
Q6Q3H7	4p7m;4p7s
Q6Q415	7oya;7oyb
Q6Q417	7oya;7oyb
Q6Q419	7oyb;7oya
Q6Q420	7oya;7oyb
Q6Q421	7oyb;7oya
Q6Q4F4	2jk0;1zcf
Q6Q546	1m94;3plu;3plv
Q6Q547	3u28;3uai;1y2y;2aqa
Q6Q760	7w7g;7cu3
Q6Q783	4au7
Q6Q794	6a67
Q6Q899	3tbk;6bzh
Q6QAP6	3j7r;3j7p
Q6QAP7	3j7r;3j7p
Q6QAQ1	6f38;6znm;6f3a;5afu;6zno;6f1t;6zo4;6znn;5adx;7z8m;7z8f;6znl
Q6QAS5	3j7p
Q6QAT0	3j7p;3j7o;3j7q;3j7r
Q6QAT1	3j7p;3j7r
Q6QBS4	2vbf;2vbg
Q6QCC2	6tik;2kc0;3kvd
Q6QCL4	6lgl;6lgn;7bw6
Q6QCL5	7bw6;6lgn;6lgl
Q6QCM8	7pab
Q6QCN1	7pab
Q6QCN2	6lgn;6lgl;7bw6
Q6QCN5	7bw6;6lgl;6lgn
Q6QD55	3l0r
Q6QDB5	2xox
Q6QDR1	5i65
Q6QEF8	7kyx
Q6QGD6	5lxk;5lxl
Q6QGD8	5tjt;6okb;6omc;6oma
Q6QGE2	5ngj
Q6QGE8	5mf2;4jmq;6f2m
Q6QGH2	4bg7
Q6QGP7	2mxz
Q6QK01	5t84
Q6QLL4	3lz6;3g49;3dwf;1xse
Q6QLM7	3kin;2kin
Q6QLQ4	2bph;2bpd;2bpe;2cl8
Q6QLQ5	2amn
Q6QLR2	5lcs
Q6QLV2	3qkc
Q6QNK2	7ept;7wu2
Q6QR64	6lhf;6lhg;5eb9
Q6QT01	5y9r;5y2h;5y2j
Q6QT26	6o01
Q6QT42	1uz4;1uuq;7odj
Q6QVT7	7lle;7lld
Q6QWR1	4mif;4mig;4mih
Q6R2Q7	3ai7;7c8i;7c8h
Q6R327	6zwm;7pe7;5zcs;6zwo;7pe8;7pe9
Q6R3G0	2jnx
Q6R3M4	3ai4;2kwv;2kwu
Q6R5N8	4z0c
Q6R661	2opc
Q6R7N7	3nsw
Q6R7Z5	3hhi;3mor
Q6R837	5he9
Q6RCQ7	6b7p
Q6RCR0	5yim;5yik;5yij;5crc;5crb;5cra
Q6RCR3	6cp0
Q6RCR4	4zuz;4trg;6cp2;4trh
Q6REQ5	2wl9;2wl3
Q6REV3	2b43
Q6RFZ0	6nlw
Q6RHR9	5zys;2i04
Q6RJ37	8d5j
Q6RJQ3	4i9x;4jm0
Q6RJR5	3ja5;3ja4
Q6RKB1	5msc;5msd;5msq
Q6RSN8	1ut9
Q6RUA7	2x28;2wnk
Q6RXE9	2kn8
Q6RXF2	7etj;7eto
Q6RXH2	7eto;7etj
Q6RY98	2ldf
Q6RYA0	1xkl;1y7h;1y7i
Q6RYA8	4o2i
Q6RYS7	4he4
Q6RYW5	4g4z;4g88;3td5;3td4;3td3;4g4y
Q6S361	4djm
Q6S3H8	4bog;2bg9;4bon;4boo;4boi;4aq9;4bot;4bor;4aq5
Q6S3H9	4aq5;4boo;4bog;4bot;2bg9;4bon;4boi;4aq9;4bor
Q6S3I0	4boi;4bot;4aq9;4boo;2bg9;4bog;4aq5;4bor;4bon
Q6S4P3	4v6b
Q6S554	6wpc
Q6S5M9	1llf
Q6S996	2r8q
Q6S9S1	2wfk
Q6SA96	3j7r;3j7p
Q6SIX7	2kn0
Q6SJ71	2bue;1v0c;2vqy
Q6SJB6	3chv
Q6SJQ7	6h6l;6h6m;1zox;5or7;6e48;6e47;6c6q;6c74;5ffl
Q6SJY7	3lsb;4l9x;3ls9;4lh8;3lsc
Q6SKP4	7qiw;7qiz
Q6SKR8	2kvl
Q6SLM0	1g2x;2osn
Q6SLM1	1g0z;1u4j
Q6SLM2	1tc8
Q6SPF0	6luk;6luj;6lui
Q6SQI6	7bgk;7bc3;7bg8
Q6SSJ6	2dkh;2dki
Q6ST21	2epk;2epl;2epn;2epo;2epm
Q6STF1	1tdn;1reo;1tdo;1tdk
Q6SVB5	7q02;7bkx
Q6SVB6	5epq;4nyq;4nyr
Q6SW59	3mr9;3vcl;3mrb
Q6SW67	7lbf;5vob;5voc;7lbg;5vod;7lbe
Q6SW81	5d5n
Q6SZ77	7vrp
Q6SZW1	6o0t;6o0u;7nak;6zg1;7nal;6zfx;6qwv;6wpk;7cm6;7cm7;7knq;7nai;7ld0;7naj;7nah;7cm5;6o0s;6zg0;6o1b;7anw;6o0r;6o0q;7djt;6o0v;7nag
Q6T179	1yxh
Q6T1W8	2pa7;2pam;2pak;2pae
Q6T1X6	2pk3
Q6T3U3	6v3h;6v3f
Q6T3W5	3gfu;2j6g
Q6T418	1ti5
Q6T6J0	1tw0;1txc
Q6T755	3uj9;3uj8;3uj6;3uja;4r6x;3ujd;4fgz;3ujc;4r6w;3ujb;3uj7
Q6T9C7	7dov
Q6TA00	5x5j;7cci;5xjp
Q6TAN6	5vwl
Q6TAN8	7ska
Q6TAQ1	6tvq
Q6TBX7	6l8h
Q6TC59	7las;7lar
Q6TCP8	4dqo;3u2s;4ywg
Q6TDP4	6hrl
Q6TDU5	4l0j
Q6TEC1	2a8t;1u20;2a8s;2a8q;2a8r;2a8p
Q6TEI5	3f4b
Q6TEK8	6wvi;6wvb;6wv8;6wv9;6wva
Q6TER0	6owu
Q6TFC4	3frk
Q6TFC5	4o9e;4o9g;4zu5;4zu7
Q6TFC6	3fsb;3fsc;3fs8
Q6TFL7	7bsc
Q6TGC4	4dau;4dat
Q6TGN5	6E+020
Q6TGQ9	4e0v
Q6TKR8	4z8u;4z8v;4z8q;4z8t
Q6TKR9	4z8t;4z8q;4z8u;4z8v
Q6TLM0	3wxx
Q6TLM1	3wxx
Q6TLP8	7saf;7say
Q6TM72	6b47;5uz9;5yhr
Q6TMG6	5z4v;2dsu;1zl1;2fdm;2dsw;2dpe;1sr0;2dsv;1zbk;2pi6;2g41;2g8z
Q6TMK4	6erc
Q6TMY8	7pgh
Q6TNP8	6md5
Q6TPG9	1v4l
Q6TPH0	1v4l
Q6TQR6	3prp;3prm;5v5h;3pse;5v5i;3phw;3phx;3pt2;5v5g;3znh;3phu
Q6TRU9	4aai
Q6TRV5	2w8m
Q6TRZ5	7kcg
Q6TS00	7tvy
Q6TS05	7kc8
Q6TS43	3jay;3jaz;3jb1;6k32;3izx;3j17;3jb0;3jb3;5h0s;3jb2;3iz3;3cnf
Q6TUJ5	4iu0;5hja;4iu4;5hj9;4iu5;4ity;4iu1
Q6TV13	6usm
Q6TV43	7ncc
Q6TW43	5ncr
Q6TXQ4	4hcz
Q6TY21	2jwn
Q6U5P9	2jzy
Q6U605	6cn7
Q6U646	2jxu
Q6U6J0	4qla
Q6U7R4	3bia;3bi9;3bib
Q6U890	7pul;7puk;7puj
Q6U8B0	5fa0;5fa1
Q6U8B1	5hno
Q6U9F0	3txs;3txq
Q6UAV6	2v6e
Q6UB36	2y3n
Q6UBQ3	7jtk;7jrj
Q6UCJ9	2o50;3nj8;2o2s;4o1m
Q6UD73	6xwe
Q6UDW7	2y8d;3bql;7jge;3cml;3bqi;3bqk;7nnh;3cpz;7jgf;7b52;7b54;7jgd;4p1t
Q6UN15	7k95
Q6UQ65	4zsf
Q6URH4	7pjd
Q6USC4	1pp6;1pp0;1vcy;1vgf
Q6UUV9	7d9v;7d8h;7d8p
Q6UV28	1it5;1lwb;1kp4;1it4;1faz
Q6UVJ0	6z4a;6ys4
Q6UVK1	7n9y;7n8x;7ml7
Q6UVM5	3czl;3czk;3czg;3cze
Q6UVW9	4iop
Q6UW63	2di7
Q6UW88	5wb8
Q6UWB1	7u7n
Q6UWN8	2n52
Q6UWP2	1xg5
Q6UWV6	5udy;5tcd
Q6UWW0	2xst
Q6UWY2	4q7z;4q7y;4q80;4q7x
Q6UWZ7	4y2g;4y18;4jlu;4u4a
Q6UX04	6ff4;5z56;5z58;2hq6;4r3e;7dvq;6yvh;6ff7
Q6UX46	7mzx;7n00;7nwz;7ls0
Q6UXL0	4doh;6df3
Q6UXN8	3vpp
Q6UXT8	7mzz;7nx0;7mk7
Q6UXV0	5vz4;6q2j;6wmw
Q6UY68	5xsq;5f5o
Q6UY69	5f5m;5xsq;5f5o
Q6UY77	7ckm;7el9;7elb;7elc
Q6V1L5	2v5h;2jj4
Q6V1M8	4hxy
Q6V1X1	7ayq;7a3l;7a3i;6hp8;6trw;6eot;7a3k;6trx;7a3g;7ayr;7oz7;7a3j;6eop;6eoo;7or4;6eos;6qzw
Q6V2E7	5ude;5udd
Q6V4H0	6kj5;6k3g
Q6V4L8	6bzl;2kj4
Q6V4S5	5k6z;5k6x;5k6y;5k70;5xx0
Q6V7J5	6iwg;6lb2;6lam;6lah;3rwe;3rwd;3rwc;3jtt;3rwi;4zfz;3rwg;6lt6;6iwh;3rwh;7byd;3rwf
Q6V7U2	7u94;7u97;7u96;7u95
Q6V8M0	4bj0
Q6VAB4	6kvj;6ini;6inf;6kvk;6ing;6inh;6o86;6kvl;6o87;6kvi;6o88
Q6VAB6	7jus;7juv;7jut;7jur;2y4i;7juq;7juu;5kkr
Q6VAK4	1yvi;2q4f
Q6VAL8	5nqd;4aay
Q6VAL9	4aay
Q6VAY1	3m4f
Q6VBJ0	4af9;4a3x;4afc;4afa;4afb
Q6VCZ3	7bjp
Q6VE93	5klq;5klp
Q6VEQ7	6dwf;6dwh;2go2;6dwu
Q6VMI4	6j0z
Q6VMI5	5f9p
Q6VMJ8	1xop
Q6VMJ9	1xoo
Q6VMK1	4dj7;4dj8;4dj6;4fqv
Q6VMQ6	2rpq
Q6VN19	5jia
Q6VPE5	2flt;2flz;3mf8;3mf7
Q6VPT2	3h7t
Q6VPT6	3h7o
Q6VRM0	6bge
Q6VRP0	6x6k;6x6s
Q6VRY4	2kdy
Q6VRZ6	1ys5
Q6VS06	5nqy;5nqp
Q6VS32	4z3t
Q6VT21	5mte;5mtd;5mtc
Q6VT83	6aws;4map;6awt;6awx;4ma6;4m9b;6awy;6b1d;4m9w;6awz;6aww;6awv;6awu;6awr;6ax0
Q6VVP7	6y91;6r8g
Q6VVX0	3czh;3c6g;3dl9
Q6VY99	6dvs;6g1f;2cy8
Q6VZ86	5e6f
Q6VZT9	5wos
Q6W2J9	2n1l;4hpl;3bim;6b7g
Q6W4P9	5xo0;5gle
Q6W5H0	6xe9;6z47
Q6W6X6	2wua
Q6W7J7	5z18;6jz2;6jz6;6jz5;6jz4;6jz1;6jz8;6jz7;5z19;6jz3
Q6W8S4	7lze;6w16
Q6W9E5	2x5i;3iyp
Q6WAU0	7eql
Q6WAU1	5lcx;5ldg;5l4s
Q6WB93	6u5o
Q6WER3	3ngm
Q6WG00	5c0s;5c0r;7mfg
Q6WIF3	2p9w
Q6WJ03	1v3c;4wef;1v2i;1v3e;1v3d;1v3b
Q6WKZ4	4d0g
Q6WNK7	3fwc;3mhs;4mbe;6t9l;4fk5;3kjl;4zux;4wa6;6aqr;3fwb;3m99;3mhh;4fjc;3kik;4fip;4c31
Q6WNP1	4doy
Q6WRH7	3lzz;3loi
Q6WRY3	4ecl
Q6WRY5	4fu0
Q6WRY9	3tyr;3tys
Q6WSR8	3hbe;3hbd;3hbh
Q6WV12	2g6y;2g3o;2g6x
Q6WVP6	4q3t;4q3u;4q3s;4q3p;4q42;4q3r;4q3q;4q3v;4q40;4q41
Q6WVP7	7ejj;7eji;4rf2;7ve7;4rf5;7ejh;4rf3;7vdo;4rf4;7p36;7p7y
Q6WY08	3m3c;2zgu;2zgt;3wg3;1ww4;2zgp;2zgs;2zgq;2zgr;1ww5;1ww7;2zgk;3afk;3wg1;3wg2;2zgl;2zgo;2zgn;3wg4;2zgm;3m3o;3m3q;1ww6;3m3e
Q6WZB0	6dax;2wbo;6mp8;6alm;6daz;6y0n;6alr;6db2;2wbp;6alq;2wbq;6aln;6y12;6mp9;6alp;6alo
Q6X1E6	2z8w;1ves;2z8v;3moq
Q6X1E7	1ver
Q6X1Y7	4jw1
Q6X2Y9	6y87
Q6X3H6	5cfu;5cfs;4xje;5cft
Q6X3P5	3hg9
Q6XAT2	5xkn
Q6XBH1	2dxl;2dxn;2zo9;2zoa;3d03
Q6XBY4	5d6h;6fqa;6fq0;6fjy
Q6XBY7	5d6h;6fq0;6fqa;6fm5
Q6XCI5	1w7o
Q6XEC0	4s2j;6goa;5qap;6psg;6hoo;5qa7;5qaj;5qan;5qao;5qb2;5qb3;5fas;5fat;7lxg;6xqr;4s2p;6rj7;6pt1;6ptu;7k5v;5qas;5qav;6pxx;5dts;6p97;4s2n;6i5d;7o5q;4s2k;5dtt;7l8o;6zrj;6p96;4wmc;5oft;5hap;6pt5;5qae;5qah;5qau;5qb0;6zxi;7kh9;7aw5;5qa9;5qai;5dva;5qa4;5qad;5qaz;6q5b;6p99;7khq;7ass;7dml;5qaw;5qb4;6q5f;5qag;5qak;7r6z;5qac;6zrp;7aux;5qa5;5qab;5qal;5qb1;5haq;6v1o;6pk0;7o5n;5qar;5qax;5qay;3hbr;7o9n;6uvk;5qaa;5qam;5qaq;5faq;6pqi;6p9c;5qa8;5qaf;5qat;5dtk;6p98;5qa6;7jhq
Q6XGD8	4xj6
Q6XHB2	4f0g;4yzn;4f1m;4f1o;4yzm;4f1t;4f0f
Q6XJV4	4bfe
Q6XK79	2nyk
Q6XK91	4jo8
Q6XL56	4ied
Q6XLL6	6avd
Q6XNL3	5yku;5ykx;5ykv
Q6XQ58	2i8u;2i8t
Q6XQN6	4yub
Q6XT21	2ly0
Q6XV27	6hfy;2cml;1w21;6hgb;1v0z;6hg5;1w20;1w1x
Q6XV46	2htw;2htv
Q6XV80	2k2w
Q6XVY0	2mme
Q6XVZ2	2hsq
Q6XXM1	7by0;7bxt;7y7i
Q6XZF7	4glm;4cc7;4cc3;1uhc;4cc4;1ug1;4cc2
Q6Y2R8	3k1e
Q6Y3X3	3osx
Q6Y7P9	5m9f
Q6Y7T6	5o1q;4csh;4ct3
Q6Y7W6	5nvm;5nvl
Q6YBS3	1mpx
Q6YCN3	6kry
Q6YD91	1uzz;1v00;6aq5;6aq6;1uzy
Q6YDQ6	3iym
Q6YFR6	5aaw
Q6YFU0	5aam
Q6YGZ0	3lva;3lvd;3lvc
Q6YHU6	5t6y
Q6YI95	3c3y
Q6YLE3	6z3p;6z3q
Q6YMS4	4hhj;5jjr;5hmx;6h80;5hmy;6h9r;5f41;5dto;5hmz;5i3q;5iq6;5f3z;4c11;5wkh;2j7w;5eiw;5hn0;2j7u;6xd0;5f3t;5hmw;6xd1;5i3p;3vws;5wjn;5jjs
Q6YN16	3kvo
Q6YNZ2	8cu5
Q6YP15	4yly
Q6YRW5	5ffe;5ffb;5ffc;5ffa;5fej;5ffd
Q6YRW8	3cwq
Q6YT39	5id5
Q6YWF1	4rj9
Q6YXK4	7kux;7ksq;6l35
Q6YXM2	7ksq;7kux;6l35
Q6YXQ2	6l35;7kux;7ksq
Q6YXR3	6l35;7kux;7ksq
Q6Z156	7e40;7d3y
Q6Z1J6	5ee1;5ee9;5ee3;5ee0
Q6Z2T3	7cjs;7nl4
Q6ZEI1	7cr6;7cr8
Q6ZEI2	7cr6;7cr8
Q6ZEI5	7sbb;7sba
Q6ZEI6	7sbb;7sba
Q6ZEI7	7sba;7sbb
Q6ZJK7	6khn;6khp;6kho
Q6ZKC0	3axy
Q6ZMI0	7nd2
Q6ZMI3	5yby
Q6ZMJ2	7c00
Q6ZMJ4	4dke;4dkf;4dkd;4dkc
Q6ZMT1	6b27;6b26;6b28
Q6ZMT4	3kva;3u78;3kv6;3kv9;3kv5;3kvb
Q6ZMU5	3kb5
Q6ZMZ3	6wme
Q6ZN16	6v0m
Q6ZN17	4a4i
Q6ZN18	6c24;7kso;5y1u;6wkr;5wai;5y0u;6c23
Q6ZN44	4v2a
Q6ZNA4	5lg7;2kiz;5lg0;7p2k
Q6ZNE5	6hol
Q6ZNL6	3mpx
Q6ZNX1	6kto;6k07;6m7b;6m7a;7l9p;6k08;6ww9;6ve5;6wwa
Q6ZPE2	1v5u
Q6ZPF3	3a8q;3a8p
Q6ZPF4	4eah
Q6ZQF0	5u6k
Q6ZQJ5	5eax;5eaw;5ean
Q6ZRS2	6igm
Q6ZRY4	2m9k
Q6ZSG1	5ulh;5d0k;7r71;7r70;5d0m;5d0i;5ulk
Q6ZT98	4ylr;4yls
Q6ZTA4	7qs5
Q6ZTN6	7rma
Q6ZTQ4	6psf;7knv;6ppo
Q6ZUJ8	5for;6sws
Q6ZUM4	3pp2
Q6ZVK8	3gg6;4hvy
Q6ZVN8	6z3l;4ui1
Q6ZW49	3sqd
Q6ZW76	4nl9;4nj8
Q6ZWB6	6g57
Q6ZWJ1	2ysg
Q6ZWN5	7cpu;7ls2;7cpv;7ls1
Q6ZWS4	6ud4;6peq;6ucb;6ud8
Q6ZWU9	7cpv;7cpu
Q6ZWV3	7cpu;6swa
Q6ZWV7	6swa;7ls1;7ls2;7cpu;7cpv
Q6ZWY3	7ls2;7ls1
Q6ZWZ4	7cpu;7cpv
Q6ZWZ7	7cpv;7cpu
Q6ZXB6	3zny
Q6ZXC0	3dwc
Q6ZY23	7o6y;7o71;7b0n
Q6ZY24	7o6y;7b0n;7o71;6gcs
Q6ZYF6	2x5r
Q6ZYH1	2x5c
Q6ZYJ2	2x3m
Q6ZYJ4	2x4j
Q6ZYJ9	2vxz
Q6ZYL4	7nvz;6o9m;7nw0;5ivw;7nvr;7nvw;6o9l;7nvx;7ad8;5iy7;5iy9;5iy6;7nvv;5iy8;7enc;5of4;6ro4;6nmi;7ena;2jnj;7egc;7egb;7lbm;1ydl;7nvy
Q6ZZ87	5nem;5ne4;5ner;5ned
Q6ZZI7	3o1a;3oo3
Q6ZZI8	5hh3
Q6ZZJ1	2xad;3dff;3dfk;2x9l;6iiy;3dfm
Q6ZZJ3	4tx3
Q6ZZJ7	3h4t;3h4i
Q6ZZV4	7w5u
Q700B8	4axn
Q700D2	5b3h;6kpb
Q700S9	1tg7;1xc6
Q70145	6meo;6met
Q701N7	2fwo
Q701T7	1ti8
Q702P1	7u1i
Q703E9	2giy
Q703G9	3ide
Q703I2	2fjk
Q703X1	4cso
Q704D1	2r94;2r91
Q704S6	2k4w
Q704V1	2ynt;2ynw;5acs;5acr;5act;5acq;2ynu;5acp;2ynv
Q70622	1hvn;1u57;1hvo
Q70625	2gof;1pi8;1pi7;1pje
Q70626	3aha;3h00;4i48;2z2t;6x58;3h01;2x7r;3gwo
Q70627	2nef
Q707C1	3ezj
Q707V3	4o88;4o87
Q70966	4ris
Q70992	7n0x
Q709F0	2wbi
Q709H6	6xv2;6ty2;6ty0
Q709Q5	4mla;4ml8
Q70A61	2bvq;2bvo
Q70AA1	2hjk
Q70AB8	2b89;2b87;2b88
Q70AC7	1rqh;1rr2;1s3h;1rqe;1rqb;1u5j
Q70AS3	5it1
Q70AY4	4mfq;4mfl;4mfp;4q38;6iix;4mfk;4mfj;4q36
Q70AY8	4tx3;4tvf;6fsh
Q70AZ6	2mr8;4tx2;2mr7
Q70C34	2xt2;2xt4
Q70C53	3ur7;4gzj;4gzi;3ur8
Q70CA4	6zgn
Q70CD0	6zzb
Q70CQ2	7w3r;7w3u
Q70CQ3	5ohk;5ohn;5ohp
Q70DK5	2cn3;2cn2
Q70DX5	3ht2;3ht1
Q70E11	2wrs
Q70E73	4gmv;4gn1
Q70ET3	1sh3;4qpx;1sh2;3bsn;5tsn;3h5y;3bso;1sh0;3h5x
Q70ET4	5cvr;5e44
Q70GK9	2c2w;2c4u;2c5b;2v7v;2v7u;2v7w;1rqr;1rqp;4cqj;2c4t;2v7x;2cbx;5fiu;2c5h;2cc2;2v7t
Q70I00	6obt
Q70I53	1zz1;5g3w;5g1b;1zz3;5g1a;6gjk;1zz0;5g1c;5g17;2gh6;2vcg
Q70IY1	3ver;3vf4;3veo;3vew;3ven;3vf2;3vez;3vex;3vet;3ves
Q70J31	5odv
Q70KD1	6nor
Q70KD9	5z83;5z8k;5z8a;6cbo
Q70KH6	3p3l;3p3o;3p3z;3p3x
Q70KH9	3chh;3chi;3cht;3chu;2jcd
Q70KP4	3i1l;3i1k
Q70KY3	2ih8;2q9o;3fu9;2ih9;3fu7;1gw0;3qpk;3dkh;3fu8
Q70LC3	2wb6
Q70LC6	5w7g;3fbz
Q70LC7	3fbl;5w7g
Q70LE5	2lvh
Q70LE6	3ile;3ild;3ii3;3ii2
Q70LE8	3df6;3djw
Q70LM7	6mfw;5jnf;6mfx;5es8;6mg0;5es9;5es7;6mfy;6ulz;6mfz;5es6;5es5
Q70M91	4av2;4aqz
Q70MM3	6lij;7dlb;6ljg
Q70PR2	5gkk
Q70PR7	2bgh
Q70Q12	5aw6;5avw;7wyw;7wyv;5avr;5avy;3a3y;7wyx;5avz;5avx;5aw1;5aw7;5aw0;5aw2;5aw8;5aw9;7y45;5avq;5avs;5avv;7wyz;7wz0;5avt;5aw4;2zxe;5aw3;7y46;7wyu;7wyy;5avu;5aw5
Q70SQ1	5dez;5df0
Q70SY0	3ogv;3og2;3ogs;3ogr
Q70UR3	2l7x
Q70UR4	6z0o;4akl
Q70XD7	2ypk;2ypl
Q70YQ6	3ia4;3ia5;2zza
Q70Z35	6bnm
Q71014	6pwu;6ulc
Q711B0	3zrz
Q711P7	2vpm;2vob;2vps
Q712I1	4fqd
Q712K3	6nyo
Q716G6	3rwn
Q716G8	5vgt
Q716H0	5l35;6mpo
Q716H3	5c2f;5c12;5c2d;4iee;5c10;4idh;4ife;4iei;5c15
Q716H4	4dyq;4dzp;4dzj;4dyr;3hef
Q719H9	5bxb;6s4l;5bxd
Q719N0	5aca
Q71AW2	2x53;6zih;6zjj;3da0;2bsd;2bse;1zru;4v5i;6zig;2wzp
Q71B32	2xt1
Q71B91	4m0i
Q71CG2	2qe7
Q71CG3	2qe7
Q71CG4	2qe7
Q71CG5	2qe7
Q71DI3	4mzh;6t7c;7pev;7pex;7pf3;6y5d;3db3;7bu9;5ciu;5b0z;7pfd;7pff;5bo0;7pf6;7pey;7pf2;7bqz;6y5e;7pfx;7pf4;7pf5;6t7d;4mzf;4mzg;7pfu;7pez;6t7a;2x4w;7jzv;7pfw;7pet;7pfe;6xjd;2x4x;2x4y;6t7b;7pft;7joa;7peu;7pfc;6ace;5b40;3r93;7pf0;6x5a;7jo9;7tan;4ouc;6t79;3av1;2iij;7pfv;7pfa;5vac;6x59;6fml;5b0y;7pew
Q71DN9	7t4s;7t4r;7t4q
Q71EB8	2ipb
Q71EW5	2e7z
Q71F23	7r5s;7pb8;7qoo;7pkn;7r5v;7yyh;7ywx
